Number,Name,Position,Age,Height,Weight,College,Team
22,T.J. Logan,RB,23,70,196,North Carolina,Cardinals
38,De'Veon Smith,RB,23,71,221,Michigan,Dolphins
30,Corey Clement,RB,23,70,220,Wisconsin,Eagles
34,Donnel Pumphrey,RB,23,69,176,San Diego State,Eagles
22,Wayne Gallman,RB,23,73,210,Clemson,Giants
27,Leonard Fournette,RB,23,73,228,LSU,Jaguars
25,Elijah McGuire,RB,23,69,214,Louisiana,Jets
32,Devante Mays,RB,23,70,230,Utah State,Packers
33,Aaron Jones,RB,23,69,208,UTEP,Packers
48,Dare Ogunbowale,RB,23,70,205,Wisconsin,Redskins
33,Trey Edmunds,RB,23,73,223,Maryland,Saints
32,Chris Carson,RB,23,71,218,Oklahoma State,Seahawks
28,Khalfani Muhammad,RB,23,67,174,California,Titans
34,Harlan Miller,S,23,73,182,Southeastern Louisiana,Cardinals
43,Trae Elston,S,23,71,190,Ole Miss,Dolphins
45,Tyvis Powell,S,23,74,211,Ohio State,49ers
34,Will Parks,S,23,73,194,Arizona,Broncos
35,Kavon Frazier,S,23,73,220,Central Michigan,Cowboys
26,Jarrod Wilson,S,23,74,210,Michigan,Jaguars
29,Kentrell Brice,S,23,71,200,Louisiana Tech,Packers
41,Marqui Christian,S,23,71,200,Midwestern State,Rams
48,Vonn Bell,S,23,71,205,Ohio State,Saints
27,Jayron Kearse,S,23,76,215,Clemson,Vikings
43,Chanceller James,S,23,74,208,Boise State,49ers
40,Brandon Wilson,S,23,70,199,Houston,Bengals
20,Jamal Carter,S,23,73,215,Miami,Broncos
30,Rudy Ford,S,23,71,204,Auburn,Cardinals
27,Josh Jones,S,23,73,220,NC State,Packers
36,Demetrious Cox,S,23,73,200,Michigan State,Panthers
20,Obi Melifonwu,S,23,76,224,Connecticut,Raiders
26,Shalom Luani,S,23,71,202,Washington State,Raiders
37,Fish Smithson,S,23,70,196,Kansas,Redskins
33,Tedric Thompson,S,23,73,204,Colorado,Seahawks
45,Garrett Griffin,TE,23,76,240,Air Force,Saints
84,Ben Braunecker,TE,23,76,252,Harvard,Bears
86,Hunter Henry,TE,23,77,250,Arkansas,Chargers
81,Austin Hooper,TE,23,75,254,Stanford,Falcons
87,Maxx Williams,TE,23,76,257,Minnesota,Ravens
81,Jesse James,TE,23,79,261,Penn State,Steelers
83,Cole Hikutini,TE,23,76,247,Louisville,49ers
87,Adam Shaheen,TE,23,77,270,Ashland,Bears
80,O.J. Howard,TE,23,78,251,Alabama,Buccaneers
47,Darrell Daniels,TE,23,75,246,Washington,Colts
89,Blake Jarwin,TE,23,77,260,Oklahoma State,Cowboys
85,Eric Saubert,TE,23,77,253,Drake,Falcons
88,Evan Engram,TE,23,75,240,Ole Miss,Giants
86,Jordan Leggett,TE,23,77,258,Clemson,Jets
80,Michael Roberts,TE,23,76,265,Toledo,Lions
86,Emanuel Byrd,TE,23,74,236,Marshall,Packers
81,Pharaoh Brown,TE,23,77,246,Oregon,Raiders
81,Gerald Everett,TE,23,75,245,South Alabama,Rams
87,Jeremy Sprinkle,TE,23,77,252,Arkansas,Redskins
46,Tyrone Swoopes,TE,23,75,254,Texas,Seahawks
13,Max McCaffrey,WR,23,74,200,Duke,49ers
14,Marcus Johnson,WR,23,73,204,Texas,Eagles
80,Darius Powe,WR,23,74,218,California,Giants
84,Hunter Sharp,WR,23,71,198,Utah State,Giants
85,Jaydon Mickens,WR,23,70,175,Washington,Jaguars
17,Andy Jones,WR,23,73,220,Jacksonville,Lions
83,Tyler Boyd,WR,23,74,197,Pittsburgh,Bengals
16,Cody Core,WR,23,75,214,Ole Miss,Bengals
19,Corey Coleman,WR,23,71,185,Baylor,Browns
81,Rashard Higgins,WR,23,73,198,Colorado State,Browns
80,Ricardo Louis,WR,23,74,215,Auburn,Browns
10,Tyreek Hill,WR,23,70,185,West Alabama,Chiefs
14,Demarcus Robinson,WR,23,73,203,Florida,Chiefs
83,Kalif Raymond,WR,23,69,160,Holy Cross,Giants
86,Marquis Bundy,WR,23,76,215,New Mexico,Giants
87,Sterling Shepard,WR,23,70,201,Oklahoma,Giants
88,Michael Thomas,WR,23,73,195,Southern Mississippi,Rams
15,Will Fuller V,WR,23,73,185,Notre Dame,Texans
19,Tajae Sharpe,WR,23,74,194,UMass,Titans
17,Devin Funchess,WR,23,76,225,Michigan,Panthers
89,Amari Cooper,WR,23,73,210,Alabama,Raiders
81,Trent Taylor,WR,23,68,178,Louisiana Tech,49ers
15,John Ross,WR,23,71,190,Washington,Bengals
11,Carlos Henderson,WR,23,71,198,Louisiana Tech,Broncos
85,Bobo Wilson,WR,23,69,186,Florida State,Buccaneers
16,Chad Williams,WR,23,73,204,Grambling,Cardinals
81,Mike Williams,WR,23,75,220,Clemson,Chargers
10,Ryan Switzer,WR,23,68,185,North Carolina,Cowboys
18,Shelton Gibson,WR,23,71,191,West Virginia,Eagles
82,Keeon Johnson,WR,23,75,216,Virginia,Giants
16,Chad Hansen,WR,23,73,202,California,Jets
19,Isaac Whitney,WR,23,74,204,USC,Raiders
6,Tim White,WR,23,70,181,Arizona State,Ravens
83,David Moore,WR,23,73,219,East Central,Seahawks
14,Chris Thompson,WR,23,73,170,Florida,Texans
16,Deante Gray,WR,23,70,174,TCU,Texans
84,Corey Davis,WR,23,75,209,Western Michigan,Titans
13,Stacy Coley,WR,23,73,195,Miami,Vikings
85,Dan Arnold,WR,22,78,220,Wisconsin-Platteville,Saints
60,Brandon Kublanow,C,22,74,300,Georgia,Ravens
63,Cameron Tom,C,22,76,287,Southern Mississippi,Saints
28,Vernon Hargreaves III,CB,22,70,204,Florida,Buccaneers
29,Kendall Fuller,CB,22,71,198,Virginia Tech,Chiefs
24,Eli Apple,CB,22,73,201,Ohio State,Giants
36,Rashard Robinson,CB,22,73,177,LSU,Jets
26,Daryl Worley,CB,22,73,205,West Virginia,Panthers
25,Artie Burns,CB,22,73,197,Miami,Steelers
23,Ahkello Witherspoon,CB,22,74,195,Colorado,49ers
41,Breon Borders,CB,22,73,189,Duke,Bills
23,Howard Wilson,CB,22,73,184,Houston,Browns
42,Kenny Moore II,CB,22,69,179,Valdosta State,Colts
27,Jourdan Lewis,CB,22,70,195,Michigan,Cowboys
33,Chidobe Awuzie,CB,22,71,202,Colorado,Cowboys
33,Torry McTyer,CB,22,71,184,UNLV,Dolphins
31,Jalen Myrick,CB,22,70,200,Minnesota,Jaguars
30,Teez Tabor,CB,22,73,201,Florida,Lions
39,Jamal Agnew,CB,22,70,190,San Diego,Lions
20,Kevin King,CB,22,75,200,Washington,Packers
32,Cole Luke,CB,22,71,200,Notre Dame,Panthers
22,Gareon Conley,CB,22,73,195,Ohio State,Raiders
26,Shaquill Griffin,CB,22,73,198,UCF,Seahawks
34,Cameron Sutton,CB,22,71,188,Tennessee,Steelers
25,Adoree' Jackson,CB,22,71,185,USC,Titans
43,Kai Nacua,DB,22,73,205,BYU,Browns
99,Joey Bosa,DE,22,77,280,Ohio State,Chargers
78,Romeo Okwara,DE,22,76,271,Notre Dame,Giants
91,Yannick Ngakoue,DE,22,74,246,Maryland,Jaguars
94,Solomon Thomas,DE,22,74,256,Stanford,49ers
75,Jordan Willis,DE,22,76,260,Kansas State,Bengals
95,Myles Garrett,DE,22,76,272,Texas A&M,Browns
98,Isaac Rochell,DE,22,75,280,Notre Dame,Chargers
66,Lewis Neal,DE,22,73,280,LSU,Cowboys
90,Charles Harris,DE,22,75,250,Missouri,Dolphins
98,Takkarist McKinley,DE,22,74,250,UCLA,Falcons
94,Dawuane Smoot,DE,22,75,264,Illinois,Jaguars
94,Daeshon Hall,DE,22,77,265,Texas A&M,Panthers
97,Al-Quadin Muhammad,DE,22,75,250,Miami,Saints
90,Tashawn Bower,DE,22,76,250,LSU,Vikings
99,Andrew Billings,DT,22,73,325,Baylor,Bengals
96,Maliek Collins,DT,22,74,308,Nebraska,Cowboys
91,A'Shawn Robinson,DT,22,76,322,Alabama,Lions
97,Kenny Clark,DT,22,75,314,UCLA,Packers
98,Elijah Qualls,DT,22,73,321,Washington,Eagles
90,Montravius Adams,DT,22,75,304,Auburn,Packers
64,Sean Harlow,G,22,76,284,Oregon State,Falcons
71,Damien Mama,G,22,75,342,USC,Giants
77,Ethan Pocic,G,22,78,309,LSU,Seahawks
54,Jaylon Smith,LB,22,74,245,Notre Dame,Cowboys
54,Dominique Alexander,LB,22,73,235,Oklahoma,Browns
44,Myles Jack,LB,22,73,244,UCLA,Jaguars
50,Anthony Walker,LB,22,73,242,Northwestern,Colts
52,Tre'Von Johnson,LB,22,73,235,Weber State,Cowboys
52,Raekwon McMillan,LB,22,74,248,Ohio State,Dolphins
47,Nathan Gerry,LB,22,74,218,Nebraska,Eagles
50,Nicholas Morrow,LB,22,73,216,null,Raiders
55,Marquel Lee,LB,22,75,235,Wake Forest,Raiders
50,Samson Ebukam,LB,22,75,240,Eastern Washington,Rams
54,Tyus Bowser,LB,22,74,240,Houston,Ravens
99,Keion Adams,LB,22,74,245,Western Michigan,Steelers
55,Jayon Brown,LB,22,71,226,UCLA,Titans
68,Elijah Wilkinson,OT,22,76,329,UMass,Broncos
78,Roderick Johnson,OT,22,78,300,Florida State,Browns
72,Eric Smith,OT,22,76,321,Virginia,Dolphins
74,Cam Robinson,OT,22,78,320,Alabama,Jaguars
71,David Sharpe,OT,22,78,343,Florida,Raiders
5,Zane Gonzalez,PK,22,73,202,Arizona State,Browns
7,Harrison Butker,PK,22,75,205,Georgia Tech,Chiefs
5,Christian Hackenberg,QB,22,76,228,Penn State,Jets
7,DeShone Kizer,QB,22,76,233,Notre Dame,Browns
15,Patrick Mahomes,QB,22,74,230,Texas Tech,Chiefs
9,Brad Kaaya,QB,22,76,215,Miami,Colts
4,Deshaun Watson,QB,22,74,215,Clemson,Texans
21,Ezekiel Elliott,RB,22,73,228,Ohio State,Cowboys
22,Matt Breida,RB,22,70,190,Georgia Southern,49ers
33,Jeremy McNichols,RB,22,69,214,Boise State,49ers
29,Tarik Cohen,RB,22,66,181,North Carolina A&T,Bears
23,Brian Hill,RB,22,73,219,Wyoming,Bengals
30,Austin Ekeler,RB,22,69,200,Western State,Chargers
27,Kareem Hunt,RB,22,70,216,Toledo,Chiefs
39,Jahad Thomas,RB,22,70,190,Temple,Jets
30,Jamaal Williams,RB,22,73,213,BYU,Packers
33,Justin Davis,RB,22,73,198,USC,Rams
32,Samaje Perine,RB,22,70,236,Oklahoma,Redskins
46,LeShun Daniels Jr.,RB,22,71,225,Iowa,Redskins
41,Alvin Kamara,RB,22,70,215,Tennessee,Saints
30,James Conner,RB,22,73,233,Pittsburgh,Steelers
33,Dalvin Cook,RB,22,70,210,Florida State,Vikings
32,T.J. Green,S,22,75,211,Clemson,Colts
22,Keanu Neal,S,22,73,211,Florida,Falcons
22,Jabrill Peppers,S,22,71,213,Michigan,Browns
21,Justin Evans,S,22,73,199,Texas A&M,Buccaneers
36,Budda Baker,S,22,70,195,Washington,Cardinals
25,Xavier Woods,S,22,71,202,Louisiana Tech,Cowboys
41,Quincy Mauger,S,22,73,206,Georgia,Falcons
33,Jamal Adams,S,22,73,213,LSU,Jets
43,John Johnson III,S,22,73,204,Boston College,Rams
36,Chuck Clark,S,22,73,210,Virginia Tech,Ravens
35,Montae Nicholson,S,22,74,216,Michigan State,Redskins
42,Delano Hill,S,22,73,216,Michigan,Seahawks
83,Thomas Duarte,TE,22,74,244,UCLA,Dolphins
93,Keith Towbridge,TE,22,77,262,Louisville,Bills
86,Ricky Seals-Jones,TE,22,77,243,Texas A&M,Cardinals
81,Jonnu Smith,TE,22,75,248,Florida Intl,Titans
10,Pharoh Cooper,WR,22,71,207,South Carolina,Rams
11,Laquon Treadwell,WR,22,74,215,Ole Miss,Vikings
17,Victor Bolden Jr.,WR,22,68,178,Oregon State,49ers
84,Kendrick Bourne,WR,22,73,203,Eastern Washington,49ers
16,Malachi Dupre,WR,22,74,196,LSU,Bills
11,Zay Jones,WR,22,74,200,East Carolina,Bills
84,Isaiah McKenzie,WR,22,67,173,Georgia,Broncos
81,Krishawn Hogan,WR,22,75,222,Marian,Colts
14,Lance Lenoir,WR,22,71,210,Western Illinois,Cowboys
85,Noah Brown,WR,22,74,225,Ohio State,Cowboys
19,Travis Rudolph,WR,22,73,190,Florida State,Giants
89,Michael Clark,WR,22,78,217,Marshall,Packers
2,Fred Ross,WR,22,74,210,Mississippi State,Panthers
83,Josh Reynolds,WR,22,75,192,Texas A&M,Rams
16,Quincy Adeboyejo,WR,22,75,197,Ole Miss,Ravens
19,Robert Davis,WR,22,74,217,Georgia State,Redskins
13,Taywan Taylor,WR,22,71,203,Western Kentucky,Titans
31,Quincy Wilson,CB,21,73,206,Florida,Colts
22,Sidney Jones,CB,21,73,181,Washington,Eagles
29,Marlon Humphrey,CB,21,73,197,Alabama,Ravens
23,Marshon Lattimore,CB,21,73,192,Ohio State,Saints
96,Derek Barnett,DE,21,75,259,Tennessee,Eagles
47,Elijah Lee,LB,21,74,229,Kansas State,49ers
28,Joe Mixon,RB,21,73,228,Oklahoma,Bengals
25,Marlon Mack,RB,21,71,210,South Florida,Colts
22,Christian McCaffrey,RB,21,71,205,Stanford,Panthers
27,D'Onta Foreman,RB,21,73,235,Texas,Texans
29,Malik Hooker,S,21,74,212,Ohio State,Colts
43,Marcus Williams,S,21,73,195,Utah,Saints
85,David Njoku,TE,21,76,246,Miami,Browns
80,Josh Malone,WR,21,74,208,Tennessee,Bengals
12,Chris Godwin,WR,21,73,209,Penn State,Buccaneers
15,Isaiah Ford,WR,21,74,195,Virginia Tech,Dolphins
10,Curtis Samuel,WR,21,71,195,Ohio State,Panthers
19,JuJu Smith-Schuster,WR,21,73,215,USC,Steelers
